STATE_NAME,STATE,DATE,CASE_TYPE,DEMO_GROUP,CASES
Maryland,24,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Massachusetts,25,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Minnesota,27,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Mississippi,28,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Nebraska,31,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Ohio,39,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Pennsylvania,42,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Rhode Island,44,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Virginia,51,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Washington,53,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
West Virginia,54,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
California,6,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Colorado,8,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Indiana,18,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Louisiana,22,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
North Carolina,37,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
West Virginia,54,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Indiana,18,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
North Carolina,37,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Delaware,10,2021-03-08 00:00:00,Partial Coverage,CASES_OtherRace,0.0
Texas,48,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Texas,48,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Tennessee,47,2021-03-08 00:00:00,Complete Coverage,CASES_OtherRace,0.0
Tennessee,47,2021-03-08 00:00:00,Partial Coverage,CASES_OtherRace,0.0
Missouri,29,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
North Dakota,38,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Vermont,50,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
Wisconsin,55,2021-03-08,Partial Coverage,CASES_OtherRace,0.0
North Dakota,38,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Wisconsin,55,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Alabama,1,2021-03-08,Partial,CASES_OtherRace,0.0
Alaska,2,2021-03-08,Partial,CASES_OtherRace,0.0
Arizona,4,2021-03-08,Partial,CASES_OtherRace,0.0
District of Columbia,11,2021-03-08,Partial,CASES_OtherRace,0.0
Florida,12,2021-03-08,Partial,CASES_OtherRace,0.0
Georgia,13,2021-03-08,Partial,CASES_OtherRace,0.0
Idaho,16,2021-03-08,Partial,CASES_OtherRace,0.0
Illinois,17,2021-03-08,Partial,CASES_OtherRace,0.0
Kansas,20,2021-03-08,Partial,CASES_OtherRace,0.0
Kentucky,21,2021-03-08,Partial,CASES_OtherRace,0.0
Maine,23,2021-03-08,Partial,CASES_OtherRace,0.0
Maryland,24,2021-03-08,Partial,CASES_OtherRace,0.0
Massachusetts,25,2021-03-08,Partial,CASES_OtherRace,0.0
Minnesota,27,2021-03-08,Partial,CASES_OtherRace,0.0
Mississippi,28,2021-03-08,Partial,CASES_OtherRace,0.0
Nebraska,31,2021-03-08,Partial,CASES_OtherRace,0.0
Ohio,39,2021-03-08,Partial,CASES_OtherRace,0.0
Oregon,41,2021-03-08,Partial,CASES_OtherRace,0.0
Pennsylvania,42,2021-03-08,Partial,CASES_OtherRace,0.0
Rhode Island,44,2021-03-08,Partial,CASES_OtherRace,0.0
South Dakota,46,2021-03-08,Partial,CASES_OtherRace,0.0
Utah,49,2021-03-08,Partial,CASES_OtherRace,0.0
Virginia,51,2021-03-08,Partial,CASES_OtherRace,0.0
Washington,53,2021-03-08,Partial,CASES_OtherRace,0.0
Connecticut,9,2021-03-08,Complete,CASES_OtherRace,0.0
District of Columbia,11,2021-03-08,Complete,CASES_OtherRace,0.0
Florida,12,2021-03-08,Complete,CASES_OtherRace,0.0
Illinois,17,2021-03-08,Complete,CASES_OtherRace,0.0
Maine,23,2021-03-08,Complete,CASES_OtherRace,0.0
Maryland,24,2021-03-08,Complete,CASES_OtherRace,0.0
Massachusetts,25,2021-03-08,Complete,CASES_OtherRace,0.0
Minnesota,27,2021-03-08,Complete,CASES_OtherRace,0.0
Mississippi,28,2021-03-08,Complete,CASES_OtherRace,0.0
Nebraska,31,2021-03-08,Complete,CASES_OtherRace,0.0
Ohio,39,2021-03-08,Complete,CASES_OtherRace,0.0
Pennsylvania,42,2021-03-08,Complete,CASES_OtherRace,0.0
Rhode Island,44,2021-03-08,Complete,CASES_OtherRace,0.0
Virginia,51,2021-03-08,Complete,CASES_OtherRace,0.0
Washington,53,2021-03-08,Complete,CASES_OtherRace,0.0
West Virginia,54,2021-03-08,Complete,CASES_OtherRace,0.0
California,6,2021-03-08,Partial,CASES_OtherRace,0.0
Colorado,8,2021-03-08,Partial,CASES_OtherRace,0.0
Indiana,18,2021-03-08,Partial,CASES_OtherRace,0.0
Louisiana,22,2021-03-08,Partial,CASES_OtherRace,0.0
North Carolina,37,2021-03-08,Partial,CASES_OtherRace,0.0
West Virginia,54,2021-03-08,Partial,CASES_OtherRace,0.0
Indiana,18,2021-03-08,Complete,CASES_OtherRace,0.0
North Carolina,37,2021-03-08,Complete,CASES_OtherRace,0.0
Delaware,10,2021-03-08 00:00:00,Partial,CASES_OtherRace,0.0
Texas,48,2021-03-08,Partial,CASES_OtherRace,0.0
Texas,48,2021-03-08,Complete,CASES_OtherRace,0.0
Tennessee,47,2021-03-08 00:00:00,Complete,CASES_OtherRace,0.0
Tennessee,47,2021-03-08 00:00:00,Partial,CASES_OtherRace,0.0
Alabama,1,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Alaska,2,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Arizona,4,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Georgia,13,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Idaho,16,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Kansas,20,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Kentucky,21,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Oregon,41,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
South Dakota,46,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Utah,49,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
California,6,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Colorado,8,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Louisiana,22,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Delaware,10,2021-03-08 00:00:00,Complete Coverage,CASES_OtherRace,0.0
Missouri,29,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Vermont,50,2021-03-08,Complete Coverage,CASES_OtherRace,0.0
Alabama,1,2021-03-08,Partial Coverage,CASES_UnknownRace,31.446307596503686
Alaska,2,2021-03-08,Partial Coverage,CASES_UnknownRace,75.2907154100521
Arizona,4,2021-03-08,Partial Coverage,CASES_UnknownRace,49.26498109887488
District of Columbia,11,2021-03-08,Partial Coverage,CASES_UnknownRace,57.81158897187439
Florida,12,2021-03-08,Partial Coverage,CASES_UnknownRace,27.62842226440739
Georgia,13,2021-03-08,Partial Coverage,CASES_UnknownRace,19.792397047874456
Idaho,16,2021-03-08,Partial Coverage,CASES_UnknownRace,0.0
Illinois,17,2021-03-08,Partial Coverage,CASES_UnknownRace,23.737937407045635
Kansas,20,2021-03-08,Partial Coverage,CASES_UnknownRace,26.73440713051122
Kentucky,21,2021-03-08,Partial Coverage,CASES_UnknownRace,17.584988099420688
Maine,23,2021-03-08,Partial Coverage,CASES_UnknownRace,25.27222536589842
Maryland,24,2021-03-08,Partial Coverage,CASES_UnknownRace,23.98557459638636
Massachusetts,25,2021-03-08,Partial Coverage,CASES_UnknownRace,25.18148055676924
Minnesota,27,2021-03-08,Partial Coverage,CASES_UnknownRace,46.539484913270314
Mississippi,28,2021-03-08,Partial Coverage,CASES_UnknownRace,12.76778188555167
Nebraska,31,2021-03-08,Partial Coverage,CASES_UnknownRace,11.084736694841512
Ohio,39,2021-03-08,Partial Coverage,CASES_UnknownRace,15.377197214387392
Oregon,41,2021-03-08,Partial Coverage,CASES_UnknownRace,27.780172231659186
Pennsylvania,42,2021-03-08,Partial Coverage,CASES_UnknownRace,24.881236181039665
Rhode Island,44,2021-03-08,Partial Coverage,CASES_UnknownRace,29.42519028478577
South Dakota,46,2021-03-08,Partial Coverage,CASES_UnknownRace,100.0
Utah,49,2021-03-08,Partial Coverage,CASES_UnknownRace,37.97394754827456
Virginia,51,2021-03-08,Partial Coverage,CASES_UnknownRace,48.43463245353532
Washington,53,2021-03-08,Partial Coverage,CASES_UnknownRace,0.0
Connecticut,9,2021-03-08,Complete Coverage,CASES_UnknownRace,28.766460192638238
District of Columbia,11,2021-03-08,Complete Coverage,CASES_UnknownRace,45.103373231773666
Florida,12,2021-03-08,Complete Coverage,CASES_UnknownRace,25.64446526953801
Illinois,17,2021-03-08,Complete Coverage,CASES_UnknownRace,22.005496859529718
Maine,23,2021-03-08,Complete Coverage,CASES_UnknownRace,28.661329591878843
Maryland,24,2021-03-08,Complete Coverage,CASES_UnknownRace,20.896799997067244
Massachusetts,25,2021-03-08,Complete Coverage,CASES_UnknownRace,27.454199571842423
Minnesota,27,2021-03-08,Complete Coverage,CASES_UnknownRace,48.38145182994719
Mississippi,28,2021-03-08,Complete Coverage,CASES_UnknownRace,15.722216054180082
Nebraska,31,2021-03-08,Complete Coverage,CASES_UnknownRace,11.66144026640766
Ohio,39,2021-03-08,Complete Coverage,CASES_UnknownRace,17.452886339456434
Pennsylvania,42,2021-03-08,Complete Coverage,CASES_UnknownRace,29.371686196724294
Rhode Island,44,2021-03-08,Complete Coverage,CASES_UnknownRace,37.40129217516152
Virginia,51,2021-03-08,Complete Coverage,CASES_UnknownRace,51.01511194292208
Washington,53,2021-03-08,Complete Coverage,CASES_UnknownRace,27.633553555947504
West Virginia,54,2021-03-08,Complete Coverage,CASES_UnknownRace,5.099997677173585
California,6,2021-03-08,Partial Coverage,CASES_UnknownRace,100.0
Colorado,8,2021-03-08,Partial Coverage,CASES_UnknownRace,23.650000000000006
Indiana,18,2021-03-08,Partial Coverage,CASES_UnknownRace,88.30000000000001
Louisiana,22,2021-03-08,Partial Coverage,CASES_UnknownRace,12.649999999999999
North Carolina,37,2021-03-08,Partial Coverage,CASES_UnknownRace,7.530000000000002
West Virginia,54,2021-03-08,Partial Coverage,CASES_UnknownRace,100.0
Indiana,18,2021-03-08,Complete Coverage,CASES_UnknownRace,8.300000000000015
North Carolina,37,2021-03-08,Complete Coverage,CASES_UnknownRace,7.110000000000002
Delaware,10,2021-03-08 00:00:00,Partial Coverage,CASES_UnknownRace,15.512140623219883
Texas,48,2021-03-08,Partial Coverage,CASES_UnknownRace,21.944679006126933
Texas,48,2021-03-08,Complete Coverage,CASES_UnknownRace,26.294019033045128
Tennessee,47,2021-03-08 00:00:00,Complete Coverage,CASES_UnknownRace,112616.0
Tennessee,47,2021-03-08 00:00:00,Partial Coverage,CASES_UnknownRace,204318.0
Missouri,29,2021-03-08,Partial Coverage,CASES_UnknownRace,0.0
North Dakota,38,2021-03-08,Partial Coverage,CASES_UnknownRace,0.0
Vermont,50,2021-03-08,Partial Coverage,CASES_UnknownRace,0.0
Wisconsin,55,2021-03-08,Partial Coverage,CASES_UnknownRace,0.0
North Dakota,38,2021-03-08,Complete Coverage,CASES_UnknownRace,0.0
Wisconsin,55,2021-03-08,Complete Coverage,CASES_UnknownRace,0.0
Alabama,1,2021-03-08,Partial,CASES_UnknownRace,31.446307596503686
Alaska,2,2021-03-08,Partial,CASES_UnknownRace,75.2907154100521
Arizona,4,2021-03-08,Partial,CASES_UnknownRace,49.26498109887488
District of Columbia,11,2021-03-08,Partial,CASES_UnknownRace,57.81158897187439
Florida,12,2021-03-08,Partial,CASES_UnknownRace,27.62842226440739
Georgia,13,2021-03-08,Partial,CASES_UnknownRace,19.792397047874456
Idaho,16,2021-03-08,Partial,CASES_UnknownRace,0.0
Illinois,17,2021-03-08,Partial,CASES_UnknownRace,23.737937407045635
Kansas,20,2021-03-08,Partial,CASES_UnknownRace,26.73440713051122
Kentucky,21,2021-03-08,Partial,CASES_UnknownRace,17.584988099420688
Maine,23,2021-03-08,Partial,CASES_UnknownRace,25.27222536589842
Maryland,24,2021-03-08,Partial,CASES_UnknownRace,23.98557459638636
Massachusetts,25,2021-03-08,Partial,CASES_UnknownRace,25.18148055676924
Minnesota,27,2021-03-08,Partial,CASES_UnknownRace,46.539484913270314
Mississippi,28,2021-03-08,Partial,CASES_UnknownRace,12.76778188555167
Nebraska,31,2021-03-08,Partial,CASES_UnknownRace,11.084736694841512
Ohio,39,2021-03-08,Partial,CASES_UnknownRace,15.377197214387392
Oregon,41,2021-03-08,Partial,CASES_UnknownRace,27.780172231659186
Pennsylvania,42,2021-03-08,Partial,CASES_UnknownRace,24.881236181039665
Rhode Island,44,2021-03-08,Partial,CASES_UnknownRace,29.42519028478577
South Dakota,46,2021-03-08,Partial,CASES_UnknownRace,100.0
Utah,49,2021-03-08,Partial,CASES_UnknownRace,37.97394754827456
Virginia,51,2021-03-08,Partial,CASES_UnknownRace,48.43463245353532
Washington,53,2021-03-08,Partial,CASES_UnknownRace,0.0
Connecticut,9,2021-03-08,Complete,CASES_UnknownRace,28.766460192638238
District of Columbia,11,2021-03-08,Complete,CASES_UnknownRace,45.103373231773666
Florida,12,2021-03-08,Complete,CASES_UnknownRace,25.64446526953801
Illinois,17,2021-03-08,Complete,CASES_UnknownRace,22.005496859529718
Maine,23,2021-03-08,Complete,CASES_UnknownRace,28.661329591878843
Maryland,24,2021-03-08,Complete,CASES_UnknownRace,20.896799997067244
Massachusetts,25,2021-03-08,Complete,CASES_UnknownRace,27.454199571842423
Minnesota,27,2021-03-08,Complete,CASES_UnknownRace,48.38145182994719
Mississippi,28,2021-03-08,Complete,CASES_UnknownRace,15.722216054180082
Nebraska,31,2021-03-08,Complete,CASES_UnknownRace,11.66144026640766
Ohio,39,2021-03-08,Complete,CASES_UnknownRace,17.452886339456434
Pennsylvania,42,2021-03-08,Complete,CASES_UnknownRace,29.371686196724294
Rhode Island,44,2021-03-08,Complete,CASES_UnknownRace,37.40129217516152
Virginia,51,2021-03-08,Complete,CASES_UnknownRace,51.01511194292208
Washington,53,2021-03-08,Complete,CASES_UnknownRace,27.633553555947504
West Virginia,54,2021-03-08,Complete,CASES_UnknownRace,5.099997677173585
California,6,2021-03-08,Partial,CASES_UnknownRace,100.0
Colorado,8,2021-03-08,Partial,CASES_UnknownRace,23.650000000000006
Indiana,18,2021-03-08,Partial,CASES_UnknownRace,88.30000000000001
Louisiana,22,2021-03-08,Partial,CASES_UnknownRace,12.649999999999999
North Carolina,37,2021-03-08,Partial,CASES_UnknownRace,7.530000000000002
West Virginia,54,2021-03-08,Partial,CASES_UnknownRace,100.0
Indiana,18,2021-03-08,Complete,CASES_UnknownRace,8.300000000000015
North Carolina,37,2021-03-08,Complete,CASES_UnknownRace,7.110000000000002
Delaware,10,2021-03-08 00:00:00,Partial,CASES_UnknownRace,15.512140623219883
Texas,48,2021-03-08,Partial,CASES_UnknownRace,21.944679006126933
Texas,48,2021-03-08,Complete,CASES_UnknownRace,26.294019033045128
Tennessee,47,2021-03-08 00:00:00,Complete,CASES_UnknownRace,112616.0
Tennessee,47,2021-03-08 00:00:00,Partial,CASES_UnknownRace,204318.0
Alabama,1,2021-03-08,Complete Coverage,CASES_UnknownRace,100.0
Alaska,2,2021-03-08,Complete Coverage,CASES_UnknownRace,100.0
Arizona,4,2021-03-08,Complete Coverage,CASES_UnknownRace,100.0
Georgia,13,2021-03-08,Complete Coverage,CASES_UnknownRace,100.0
Idaho,16,2021-03-08,Complete Coverage,CASES_UnknownRace,100.0
Kansas,20,2021-03-08,Complete Coverage,CASES_UnknownRace,100.0
Kentucky,21,2021-03-08,Complete Coverage,CASES_UnknownRace,100.0
Oregon,41,2021-03-08,Complete Coverage,CASES_UnknownRace,100.0
South Dakota,46,2021-03-08,Complete Coverage,CASES_UnknownRace,100.0
Utah,49,2021-03-08,Complete Coverage,CASES_UnknownRace,100.0
California,6,2021-03-08,Complete Coverage,CASES_UnknownRace,100.0
Colorado,8,2021-03-08,Complete Coverage,CASES_UnknownRace,100.0
Louisiana,22,2021-03-08,Complete Coverage,CASES_UnknownRace,100.0
Delaware,10,2021-03-08 00:00:00,Complete Coverage,CASES_UnknownRace,100.0
Missouri,29,2021-03-08,Complete Coverage,CASES_UnknownRace,100.0
Vermont,50,2021-03-08,Complete Coverage,CASES_UnknownRace,100.0
Alabama,1,2021-03-08,Partial Coverage,CASES_Native,2.853530273858444
Alaska,2,2021-03-08,Partial Coverage,CASES_Native,33.52259264784604
Arizona,4,2021-03-08,Partial Coverage,CASES_Native,10.075848075811797
District of Columbia,11,2021-03-08,Partial Coverage,CASES_Native,0.0
Florida,12,2021-03-08,Partial Coverage,CASES_Native,5.908214777420835
Georgia,13,2021-03-08,Partial Coverage,CASES_Native,4.463648050278532
Idaho,16,2021-03-08,Partial Coverage,CASES_Native,4.685089974293059
Illinois,17,2021-03-08,Partial Coverage,CASES_Native,8.741721854304636
Kansas,20,2021-03-08,Partial Coverage,CASES_Native,3.239882497219291
Kentucky,21,2021-03-08,Partial Coverage,CASES_Native,4.98358698895852
Maine,23,2021-03-08,Partial Coverage,CASES_Native,14.108733490324562
Maryland,24,2021-03-08,Partial Coverage,CASES_Native,8.308903365906623
Massachusetts,25,2021-03-08,Partial Coverage,CASES_Native,3.3284756630719907
Minnesota,27,2021-03-08,Partial Coverage,CASES_Native,7.240671665870752
Mississippi,28,2021-03-08,Partial Coverage,CASES_Native,3.0259288960171076
Nebraska,31,2021-03-08,Partial Coverage,CASES_Native,4.504012292982756
Ohio,39,2021-03-08,Partial Coverage,CASES_Native,9.653043222581594
Oregon,41,2021-03-08,Partial Coverage,CASES_Native,17.95370550476561
Pennsylvania,42,2021-03-08,Partial Coverage,CASES_Native,0.21504527788190267
Rhode Island,44,2021-03-08,Partial Coverage,CASES_Native,3.2305946040338775
South Dakota,46,2021-03-08,Partial Coverage,CASES_Native,0.0
Utah,49,2021-03-08,Partial Coverage,CASES_Native,9.603781174577636
Virginia,51,2021-03-08,Partial Coverage,CASES_Native,11.102527788506931
Washington,53,2021-03-08,Partial Coverage,CASES_Native,14.074346555494246
Connecticut,9,2021-03-08,Complete Coverage,CASES_Native,2.7519813293139497
District of Columbia,11,2021-03-08,Complete Coverage,CASES_Native,0.0
Florida,12,2021-03-08,Complete Coverage,CASES_Native,6.155117026158789
Illinois,17,2021-03-08,Complete Coverage,CASES_Native,2.852980132450331
Maine,23,2021-03-08,Complete Coverage,CASES_Native,9.624244906317191
Maryland,24,2021-03-08,Complete Coverage,CASES_Native,4.6172638436482085
Massachusetts,25,2021-03-08,Complete Coverage,CASES_Native,1.6409210142815505
Minnesota,27,2021-03-08,Complete Coverage,CASES_Native,3.5699996127983065
Mississippi,28,2021-03-08,Complete Coverage,CASES_Native,1.347233360064154
Nebraska,31,2021-03-08,Complete Coverage,CASES_Native,2.5337203346423083
Ohio,39,2021-03-08,Complete Coverage,CASES_Native,5.4013525433695975
Pennsylvania,42,2021-03-08,Complete Coverage,CASES_Native,0.2762049440684988
Rhode Island,44,2021-03-08,Complete Coverage,CASES_Native,1.1787304636339824
Virginia,51,2021-03-08,Complete Coverage,CASES_Native,4.896785545684734
Washington,53,2021-03-08,Complete Coverage,CASES_Native,3.0320370029768595
West Virginia,54,2021-03-08,Complete Coverage,CASES_Native,0.0
California,6,2021-03-08,Partial Coverage,CASES_Native,0.0
Colorado,8,2021-03-08,Partial Coverage,CASES_Native,5.00676216902196
Indiana,18,2021-03-08,Partial Coverage,CASES_Native,0.0
Louisiana,22,2021-03-08,Partial Coverage,CASES_Native,4.09617635807192
North Carolina,37,2021-03-08,Partial Coverage,CASES_Native,7.103693001684812
West Virginia,54,2021-03-08,Partial Coverage,CASES_Native,0.0
Indiana,18,2021-03-08,Complete Coverage,CASES_Native,0.0
North Carolina,37,2021-03-08,Complete Coverage,CASES_Native,3.8553290216610208
Delaware,10,2021-03-08 00:00:00,Partial Coverage,CASES_Native,0.0
Texas,48,2021-03-08,Partial Coverage,CASES_Native,0.0
Texas,48,2021-03-08,Complete Coverage,CASES_Native,0.0
Tennessee,47,2021-03-08 00:00:00,Complete Coverage,CASES_Native,0.0
Tennessee,47,2021-03-08 00:00:00,Partial Coverage,CASES_Native,0.0
Missouri,29,2021-03-08,Partial Coverage,CASES_Native,1.3
North Dakota,38,2021-03-08,Partial Coverage,CASES_Native,28.26
Vermont,50,2021-03-08,Partial Coverage,CASES_Native,3.8
Wisconsin,55,2021-03-08,Partial Coverage,CASES_Native,12.6
North Dakota,38,2021-03-08,Complete Coverage,CASES_Native,13.92
Wisconsin,55,2021-03-08,Complete Coverage,CASES_Native,6.6
Alabama,1,2021-03-08,Partial,CASES_Native,993.0
Alaska,2,2021-03-08,Partial,CASES_Native,38200.0
Arizona,4,2021-03-08,Partial,CASES_Native,38883.0
District of Columbia,11,2021-03-08,Partial,CASES_Native,0.0
Florida,12,2021-03-08,Partial,CASES_Native,6437.0
Georgia,13,2021-03-08,Partial,CASES_Native,2500.0
Idaho,16,2021-03-08,Partial,CASES_Native,1458.0
Illinois,17,2021-03-08,Partial,CASES_Native,6600.0
Kansas,20,2021-03-08,Partial,CASES_Native,1136.0
Kentucky,21,2021-03-08,Partial,CASES_Native,668.0
Maine,23,2021-03-08,Partial,CASES_Native,1378.0
Maryland,24,2021-03-08,Partial,CASES_Native,3061.0
Massachusetts,25,2021-03-08,Partial,CASES_Native,1142.0
Minnesota,27,2021-03-08,Partial,CASES_Native,5610.0
Mississippi,28,2021-03-08,Partial,CASES_Native,566.0
Nebraska,31,2021-03-08,Partial,CASES_Native,1319.0
Ohio,39,2021-03-08,Partial,CASES_Native,3283.0
Oregon,41,2021-03-08,Partial,CASES_Native,13845.0
Pennsylvania,42,2021-03-08,Partial,CASES_Native,109.0
Rhode Island,44,2021-03-08,Partial,CASES_Native,370.0
South Dakota,46,2021-03-08,Partial,CASES_Native,0.0
Utah,49,2021-03-08,Partial,CASES_Native,4775.0
Virginia,51,2021-03-08,Partial,CASES_Native,5174.0
Washington,53,2021-03-08,Partial,CASES_Native,20661.0
Connecticut,9,2021-03-08,Complete,CASES_Native,566.0
District of Columbia,11,2021-03-08,Complete,CASES_Native,0.0
Florida,12,2021-03-08,Complete,CASES_Native,6706.0
Illinois,17,2021-03-08,Complete,CASES_Native,2154.0
Maine,23,2021-03-08,Complete,CASES_Native,940.0
Maryland,24,2021-03-08,Complete,CASES_Native,1701.0
Massachusetts,25,2021-03-08,Complete,CASES_Native,563.0
Minnesota,27,2021-03-08,Complete,CASES_Native,2766.0
Mississippi,28,2021-03-08,Complete,CASES_Native,252.0
Nebraska,31,2021-03-08,Complete,CASES_Native,742.0
Ohio,39,2021-03-08,Complete,CASES_Native,1837.0
Pennsylvania,42,2021-03-08,Complete,CASES_Native,140.0
Rhode Island,44,2021-03-08,Complete,CASES_Native,135.0
Virginia,51,2021-03-08,Complete,CASES_Native,2282.0
Washington,53,2021-03-08,Complete,CASES_Native,4451.0
West Virginia,54,2021-03-08,Complete,CASES_Native,0.0
California,6,2021-03-08,Partial,CASES_Native,0.0
Colorado,8,2021-03-08,Partial,CASES_Native,4655.387599999999
Indiana,18,2021-03-08,Partial,CASES_Native,0.0
Louisiana,22,2021-03-08,Partial,CASES_Native,1499.0366999999999
North Carolina,37,2021-03-08,Partial,CASES_Native,11763.502499999999
West Virginia,54,2021-03-08,Partial,CASES_Native,0.0
Indiana,18,2021-03-08,Complete,CASES_Native,0.0
North Carolina,37,2021-03-08,Complete,CASES_Native,6384.309200000001
Delaware,10,2021-03-08 00:00:00,Partial,CASES_Native,0.0
Texas,48,2021-03-08,Partial,CASES_Native,0.0
Texas,48,2021-03-08,Complete,CASES_Native,0.0
Tennessee,47,2021-03-08 00:00:00,Complete,CASES_Native,0.0
Tennessee,47,2021-03-08 00:00:00,Partial,CASES_Native,0.0
Alabama,1,2021-03-08,Complete Coverage,CASES_Native,0.0
Alaska,2,2021-03-08,Complete Coverage,CASES_Native,0.0
Arizona,4,2021-03-08,Complete Coverage,CASES_Native,0.0
Georgia,13,2021-03-08,Complete Coverage,CASES_Native,0.0
Idaho,16,2021-03-08,Complete Coverage,CASES_Native,0.0
Kansas,20,2021-03-08,Complete Coverage,CASES_Native,0.0
Kentucky,21,2021-03-08,Complete Coverage,CASES_Native,0.0
Oregon,41,2021-03-08,Complete Coverage,CASES_Native,0.0
South Dakota,46,2021-03-08,Complete Coverage,CASES_Native,0.0
Utah,49,2021-03-08,Complete Coverage,CASES_Native,0.0
California,6,2021-03-08,Complete Coverage,CASES_Native,0.0
Colorado,8,2021-03-08,Complete Coverage,CASES_Native,0.0
Louisiana,22,2021-03-08,Complete Coverage,CASES_Native,0.0
Delaware,10,2021-03-08 00:00:00,Complete Coverage,CASES_Native,0.0
Missouri,29,2021-03-08,Complete Coverage,CASES_Native,0.0
Vermont,50,2021-03-08,Complete Coverage,CASES_Native,0.0
Alabama,1,2021-03-08,Partial Coverage,CASES_Pacific,5.244618395303327
Alaska,2,2021-03-08,Partial Coverage,CASES_Pacific,4.972375690607735
Arizona,4,2021-03-08,Partial Coverage,CASES_Pacific,15.360206257127274
District of Columbia,11,2021-03-08,Partial Coverage,CASES_Pacific,0.0
Florida,12,2021-03-08,Partial Coverage,CASES_Pacific,0.0
Georgia,13,2021-03-08,Partial Coverage,CASES_Pacific,20.143421158649584
Idaho,16,2021-03-08,Partial Coverage,CASES_Pacific,6.9979716024340775
Illinois,17,2021-03-08,Partial Coverage,CASES_Pacific,74.77638640429338
Kansas,20,2021-03-08,Partial Coverage,CASES_Pacific,6.156767019256848
Kentucky,21,2021-03-08,Partial Coverage,CASES_Pacific,10.758587786259541
Maine,23,2021-03-08,Partial Coverage,CASES_Pacific,39.34065934065934
Maryland,24,2021-03-08,Partial Coverage,CASES_Pacific,24.802386278896346
Massachusetts,25,2021-03-08,Partial Coverage,CASES_Pacific,10.0944669365722
Minnesota,27,2021-03-08,Partial Coverage,CASES_Pacific,0.0
Mississippi,28,2021-03-08,Partial Coverage,CASES_Pacific,16.389811738648948
Nebraska,31,2021-03-08,Partial Coverage,CASES_Pacific,10.38739889314602
Ohio,39,2021-03-08,Partial Coverage,CASES_Pacific,14.486180014174344
Oregon,41,2021-03-08,Partial Coverage,CASES_Pacific,30.948298259288126
Pennsylvania,42,2021-03-08,Partial Coverage,CASES_Pacific,13.237942765659396
Rhode Island,44,2021-03-08,Partial Coverage,CASES_Pacific,11.2
South Dakota,46,2021-03-08,Partial Coverage,CASES_Pacific,0.0
Utah,49,2021-03-08,Partial Coverage,CASES_Pacific,4.096647929603579
Virginia,51,2021-03-08,Partial Coverage,CASES_Pacific,0.0
Washington,53,2021-03-08,Partial Coverage,CASES_Pacific,8.682828215877645
Connecticut,9,2021-03-08,Complete Coverage,CASES_Pacific,0.0
District of Columbia,11,2021-03-08,Complete Coverage,CASES_Pacific,0.0
Florida,12,2021-03-08,Complete Coverage,CASES_Pacific,0.0
Illinois,17,2021-03-08,Complete Coverage,CASES_Pacific,24.83005366726297
Maine,23,2021-03-08,Complete Coverage,CASES_Pacific,21.75824175824176
Maryland,24,2021-03-08,Complete Coverage,CASES_Pacific,14.705443698732289
Massachusetts,25,2021-03-08,Complete Coverage,CASES_Pacific,6.194331983805668
Minnesota,27,2021-03-08,Complete Coverage,CASES_Pacific,0.0
